task,model,state,year,shift,acc_src,acc_drop,auc_drop,ap_drop,cov,pred,expl,n_target
pubcov,logreg,CA,2015,temporal,0.7485,0.05625000000000002,0.019078560129439093,-0.05586537202236763,0.0005227646496038796,0.012875,0.027501806616783142,8000
pubcov,logreg,CA,2016,temporal,0.7485,0.06362500000000004,0.009519014330315656,-0.07248840740363882,0.04466293848398584,0.011875,0.012873932719230652,8000
pubcov,logreg,CA,2017,temporal,0.7485,0.06762500000000005,0.033358907872999555,-0.044767381948086715,0.0321068565146877,0.017875,0.013211145997047424,8000
pubcov,logreg,CA,2018,temporal,0.7485,0.06000000000000005,0.023224138131990313,-0.05035940272411232,0.00639355754201798,0.01275,0.013460148125886917,8000
pubcov,logreg,TX,2014,geographic,0.7485,-0.08124999999999993,-0.049675124204616616,0.06609763549541481,0.09209040296692717,0.01775,0.022296667098999023,8000
pubcov,logreg,TX,2015,combined,0.7485,-0.08187499999999992,-0.05203116033962163,0.06079228093380801,0.07206678083176477,0.02025,0.01575269177556038,8000
pubcov,logreg,TX,2016,combined,0.7485,-0.07487499999999991,-0.02722885378053619,0.0770487371051406,0.06009769478704441,0.0225,0.0267532579600811,8000
pubcov,logreg,TX,2017,combined,0.7485,-0.0658749999999999,-0.03201069115383459,0.06919874133536652,0.060252306769023045,0.02025,0.023264095187187195,8000
pubcov,logreg,TX,2018,combined,0.7485,-0.07487499999999991,-0.03366445372213245,0.06936508631486327,0.06274257390338045,0.01975,0.01580844074487686,8000
pubcov,logreg,NY,2014,geographic,0.7485,0.03137500000000004,-0.003509613786249921,-0.09396304494920504,0.06526838174348559,0.01725,0.032568253576755524,8000
pubcov,logreg,NY,2015,combined,0.7485,0.054625000000000035,-0.0016433053576639933,-0.11419568573887073,0.09410009690087207,0.02325,0.018446005880832672,8000
pubcov,logreg,NY,2016,combined,0.7485,0.07325000000000004,0.014473502424590001,-0.10496390462208416,0.05460224999999985,0.0185,0.01576380431652069,8000
pubcov,logreg,NY,2017,combined,0.7485,0.06575000000000009,0.0014006819569409856,-0.12721855583100616,0.09304089788929604,0.025,0.02585289627313614,8000
pubcov,logreg,NY,2018,combined,0.7485,0.06700000000000006,0.010359592496302472,-0.11546506818462676,0.07882662688995046,0.025125,0.02520165592432022,8000
pubcov,logreg,FL,2014,geographic,0.7485,-0.056624999999999925,-0.032969261984470255,0.04222989575882047,0.11606446250240054,0.02325,0.038221027702093124,8000
pubcov,logreg,FL,2015,combined,0.7485,-0.040999999999999925,-0.025665499024612792,0.02954123057694985,0.13212663212663212,0.0275,0.04415946453809738,8000
pubcov,logreg,FL,2016,combined,0.7485,-0.04987499999999989,-0.02218375601852196,0.05013872838344757,0.14016554517060742,0.02875,0.030262432992458344,8000
pubcov,logreg,FL,2017,combined,0.7485,-0.04762499999999992,-0.03335953042654771,0.031919567261074144,0.13496995248049237,0.023375,0.027220793068408966,8000
pubcov,logreg,FL,2018,combined,0.7485,-0.05699999999999994,-0.03005963240507048,0.053041510617666876,0.13261991998041633,0.02075,0.030133306980133057,8000
pubcov,logreg,PA,2014,geographic,0.7485,-0.0684999999999999,-0.08573545207658562,-0.07180600521331515,0.11867886298790209,0.028625,0.045927926898002625,8000
pubcov,logreg,PA,2015,combined,0.7485,-0.04237499999999994,-0.06718431895956967,-0.07852611356957373,0.11489160417027611,0.03525,0.04876474291086197,8000
pubcov,logreg,PA,2016,combined,0.7485,-0.028249999999999997,-0.051320127245080394,-0.08706707858686524,0.11231944927779702,0.0335,0.04703216627240181,8000
pubcov,logreg,PA,2017,combined,0.7485,-0.019624999999999893,-0.055118178947538454,-0.09533478856324318,0.10794082227507285,0.0345,0.04837977886199951,8000
pubcov,logreg,PA,2018,combined,0.7485,-0.01862499999999989,-0.05259894856391878,-0.0963128256341419,0.10336888511945741,0.03925,0.04223872721195221,8000
pubcov,logreg,OH,2014,geographic,0.7485,-0.024124999999999952,-0.03900290210604507,-0.057640810122119523,0.1503668206055595,0.03875,0.06075366958975792,8000
pubcov,logreg,OH,2015,combined,0.7485,0.0002500000000000835,-0.03408728397849403,-0.08348779934759254,0.09747559702099196,0.04475,0.06085621938109398,8000
pubcov,logreg,OH,2016,combined,0.7485,0.007000000000000006,-0.03700477639440003,-0.10560915498139112,0.1598579271779279,0.045375,0.054587215185165405,8000
pubcov,logreg,OH,2017,combined,0.7485,0.01375000000000004,-0.026200627001034538,-0.09046417926208594,0.13301737827805238,0.04475,0.07180847972631454,8000
pubcov,logreg,OH,2018,combined,0.7485,0.0021250000000000435,-0.04745202859113784,-0.11035565979502882,0.12581584019445402,0.0525,0.05661461502313614,8000
pubcov,logreg,IL,2014,geographic,0.7485,-0.03299999999999992,-0.007174618613560946,0.011267158311325964,0.09813658384122514,0.053875,0.03685573488473892,8000
pubcov,logreg,IL,2015,combined,0.7485,-0.007999999999999896,-0.008233413976117876,-0.02529233514166873,0.08081257503001193,0.044,0.012870438396930695,8000
pubcov,logreg,IL,2016,combined,0.7485,0.0030000000000000027,-0.02843425209922701,-0.06689357749710945,0.1029351752943577,0.047375,0.03953541815280914,8000
pubcov,logreg,IL,2017,combined,0.7485,-0.004874999999999963,-0.018572540892539124,-0.039232388989754785,0.09353925000000007,0.045625,0.032918475568294525,8000
pubcov,logreg,IL,2018,combined,0.7485,-0.01112499999999994,-0.029525474911934024,-0.06181835266791569,0.12256562256562265,0.042375,0.04833769053220749,8000
pubcov,logreg,GA,2014,geographic,0.7485,-0.07237499999999997,-0.0620245901238462,0.027543213777189546,0.05823055823055823,0.034375,0.03855675458908081,8000
pubcov,logreg,GA,2015,combined,0.7485,-0.07474999999999998,-0.0662491712165858,0.010520910246391235,0.07340496403460595,0.034,0.0359385684132576,8000
pubcov,logreg,GA,2016,combined,0.7485,-0.06737499999999996,-0.05809010603642961,0.010119291698936439,0.03953691502804979,0.034625,0.04565633088350296,8000
pubcov,logreg,GA,2017,combined,0.7485,-0.06937499999999996,-0.05246161112255632,0.051562991065683794,0.08438240957366605,0.03,0.032872505486011505,8000
pubcov,logreg,GA,2018,combined,0.7485,-0.06599999999999995,-0.05136907370022137,0.030106853030487546,0.04453321253140041,0.034875,0.06312010437250137,8000
pubcov,logreg,NC,2014,geographic,0.7485,-0.06499999999999995,-0.08179823483409165,-0.03546111053968526,0.1488944333089286,0.0335,0.029308870434761047,8000
pubcov,logreg,NC,2015,combined,0.7485,-0.05262499999999992,-0.056838172474226956,-0.032137328331140025,0.1490997724585601,0.039625,0.03389611095190048,8000
pubcov,logreg,NC,2016,combined,0.7485,-0.03949999999999998,-0.06845018008418025,-0.05704664574716789,0.11502106670640311,0.042875,0.07461251318454742,8000
pubcov,logreg,NC,2017,combined,0.7485,-0.05137499999999995,-0.05995958115972744,-0.05105278694834625,0.10379610379610371,0.032625,0.028521455824375153,8000
pubcov,logreg,NC,2018,combined,0.7485,-0.05249999999999999,-0.0779558256406957,-0.06165052474537114,0.083540539533693,0.03275,0.043007418513298035,8000
pubcov,logreg,WA,2014,geographic,0.7485,-0.029249999999999998,-0.01642974743582226,-0.04423889500024425,0.1244587421441199,0.04825,0.032781876623630524,8000
pubcov,logreg,WA,2015,combined,0.7485,0.00912500000000005,-0.018265116311572904,-0.07765432797063054,0.12915420152965718,0.041375,0.030573923140764236,8000
pubcov,logreg,WA,2016,combined,0.7485,0.017000000000000015,-0.00915909634975931,-0.07007799037367946,0.14429533139647321,0.0285,0.020579718053340912,8000
pubcov,logreg,WA,2017,combined,0.7485,0.018125000000000058,-0.00688750190075893,-0.06639951255296839,0.12265786203053164,0.033125,0.01923186331987381,8000
pubcov,logreg,WA,2018,combined,0.7485,0.014250000000000096,-0.027332585176573,-0.08602597847793336,0.12012901290129019,0.031125,0.040427468717098236,8000
pubcov,logreg,AZ,2014,geographic,0.7485,0.004250000000000087,-0.007087945889623026,-0.016140535928530042,0.021921350741611834,0.03675,0.03320135921239853,8000
pubcov,logreg,AZ,2015,combined,0.7485,0.02937500000000004,-0.001320653345338485,-0.028544445426313514,0.005990849084908545,0.02975,0.03326549381017685,8000
pubcov,logreg,AZ,2016,combined,0.7485,0.027750000000000052,-0.002605442418716075,-0.04215188008159909,0.040970829659300545,0.0405,0.04120941832661629,8000
pubcov,logreg,AZ,2017,combined,0.7485,0.03575000000000006,0.005786855649076661,-0.03932722161316371,0.046494000000000035,0.0345,0.05885884165763855,8000
pubcov,logreg,AZ,2018,combined,0.7485,0.018500000000000072,-0.008173521975604281,-0.044050820159878046,0.060805041466734044,0.038125,0.04188036173582077,8000
pubcov,logreg,MA,2014,geographic,0.7485,0.01750000000000007,-0.023247921936949467,-0.11954289980786992,0.12054935975319192,0.050375,0.02970968186855316,8000
pubcov,logreg,MA,2015,combined,0.7485,0.025500000000000078,-0.03353043156287572,-0.14229648588126076,0.1344509255959636,0.038375,0.044708043336868286,8000
pubcov,logreg,MA,2016,combined,0.7485,0.03112500000000007,-0.02439617137285477,-0.12765314972658215,0.17708160676004225,0.038875,0.029897846281528473,8000
pubcov,logreg,MA,2017,combined,0.7485,0.026250000000000107,-0.02595526157494976,-0.11700812486949008,0.15874705422722313,0.035875,0.030423752963542938,8000
pubcov,logreg,MA,2018,combined,0.7485,0.01650000000000007,-0.03052953921427526,-0.12022599544586376,0.16169193224210465,0.030125,0.03136654943227768,8000
pubcov,rf,CA,2015,temporal,0.75275,0.06062500000000004,0.014573788943689658,-0.04993115723223085,0.0005227646496038796,0.025875,0.023448230064115894,8000
pubcov,rf,CA,2016,temporal,0.75275,0.06225000000000003,0.007505372962724133,-0.06949561067556365,0.04466293848398584,0.030125,0.02153211203243223,8000
pubcov,rf,CA,2017,temporal,0.75275,0.06962500000000005,0.029719545583935192,-0.04591229369099037,0.0321068565146877,0.01975,0.019291195486742074,8000
pubcov,rf,CA,2018,temporal,0.75275,0.0655,0.025874281850535197,-0.036334600309908094,0.00639355754201798,0.012625,0.008417158752782525,8000
pubcov,rf,TX,2014,geographic,0.75275,-0.06524999999999992,-0.04235883082014236,0.07458473213905648,0.09209040296692717,0.03525,0.041389403667875774,8000
pubcov,rf,TX,2015,combined,0.75275,-0.06574999999999998,-0.047002521584847745,0.07519715879093569,0.07206678083176477,0.036125,0.030747016801507265,8000
pubcov,rf,TX,2016,combined,0.75275,-0.05874999999999997,-0.024382677950317677,0.0874977559028769,0.06009769478704441,0.02975,0.0185252783025973,8000
pubcov,rf,TX,2017,combined,0.75275,-0.05687500000000001,-0.03231228439793177,0.08349987900317352,0.060252306769023045,0.032625,0.03074310161164527,8000
pubcov,rf,TX,2018,combined,0.75275,-0.06099999999999994,-0.03754654574536975,0.08935440725499155,0.06274257390338045,0.021125,0.01889965067874609,8000
pubcov,rf,NY,2014,geographic,0.75275,0.03212500000000007,-0.01001294856987378,-0.0826759454141629,0.06526838174348559,0.021125,0.027231972716741396,8000
pubcov,rf,NY,2015,combined,0.75275,0.05537500000000006,-0.0076738936038264205,-0.09969549649980958,0.09410009690087207,0.02725,0.01783042685041171,8000
pubcov,rf,NY,2016,combined,0.75275,0.072125,0.0032356556197077335,-0.10014800452664507,0.05460224999999985,0.01925,0.028044153954396633,8000
pubcov,rf,NY,2017,combined,0.75275,0.06625000000000003,-0.0027210776972942385,-0.12004023639993266,0.09304089788929604,0.0285,0.0322552258757416,8000
pubcov,rf,NY,2018,combined,0.75275,0.06412499999999999,0.003760376267967991,-0.11526892655295817,0.07882662688995046,0.0195,0.03153436627802729,8000
pubcov,rf,FL,2014,geographic,0.75275,-0.037374999999999936,-0.03370701665570652,0.04903739219483799,0.11606446250240054,0.04575,0.0495071523808676,8000
pubcov,rf,FL,2015,combined,0.75275,-0.028374999999999928,-0.025599216792122292,0.03320960067402057,0.13212663212663212,0.04225,0.04061166846602356,8000
pubcov,rf,FL,2016,combined,0.75275,-0.03462500000000002,-0.01698899037236623,0.06121446803307995,0.14016554517060742,0.039,0.044616985577521084,8000
pubcov,rf,FL,2017,combined,0.75275,-0.036250000000000004,-0.02903379207156276,0.05047787902023293,0.13496995248049237,0.028875,0.02447990777927732,8000
pubcov,rf,FL,2018,combined,0.75275,-0.03799999999999992,-0.019548662647355664,0.06516329286568362,0.13261991998041633,0.029125,0.04006567818574068,8000
pubcov,rf,PA,2014,geographic,0.75275,-0.060124999999999984,-0.07785361170918392,-0.05055113323841964,0.11867886298790209,0.029375,0.04434494162770916,8000
pubcov,rf,PA,2015,combined,0.75275,-0.03499999999999992,-0.060892849878232846,-0.05537329024741178,0.11489160417027611,0.039875,0.04127429262081643,8000
pubcov,rf,PA,2016,combined,0.75275,-0.025124999999999953,-0.04927310787404815,-0.08065955911179012,0.11231944927779702,0.033125,0.03709327285014867,8000
pubcov,rf,PA,2017,combined,0.75275,-0.014124999999999943,-0.050621292706927945,-0.07706287965083547,0.10794082227507285,0.030625,0.03712040503717784,8000
pubcov,rf,PA,2018,combined,0.75275,-0.015249999999999986,-0.04394579417735811,-0.0760720989335788,0.10336888511945741,0.028625,0.028291354957662038,8000
pubcov,rf,OH,2014,geographic,0.75275,-0.016374999999999917,-0.04703556846779655,-0.041327330788195615,0.1503668206055595,0.0415,0.05232161479224286,8000
pubcov,rf,OH,2015,combined,0.75275,0.0022500000000000853,-0.035244484210174565,-0.07801979527556935,0.09747559702099196,0.05775,0.04945883659917233,8000
pubcov,rf,OH,2016,combined,0.75275,0.008125000000000049,-0.038772705131842056,-0.10054034141016388,0.1598579271779279,0.05275,0.04229337866908117,8000
pubcov,rf,OH,2017,combined,0.75275,0.014000000000000012,-0.02779606419753189,-0.08443729971747505,0.13301737827805238,0.04175,0.058378889186181684,8000
pubcov,rf,OH,2018,combined,0.75275,0.005249999999999977,-0.04164679542469629,-0.10202174138630649,0.12581584019445402,0.049625,0.052313558751874156,8000
pubcov,rf,IL,2014,geographic,0.75275,-0.027000000000000024,-0.01875547372883213,0.013782223895831502,0.09813658384122514,0.027375,0.02897402746874557,8000
pubcov,rf,IL,2015,combined,0.75275,-0.0034999999999999476,-0.024491422099121918,-0.029197633923695676,0.08081257503001193,0.03,0.024463217751699406,8000
pubcov,rf,IL,2016,combined,0.75275,0.0015000000000000568,-0.029813461323660362,-0.059040666734787806,0.1029351752943577,0.024375,0.035982387607591135,8000
pubcov,rf,IL,2017,combined,0.75275,-0.004375000000000018,-0.02596547282326489,-0.03669642949705376,0.09353925000000007,0.031375,0.0341226095621516,8000
pubcov,rf,IL,2018,combined,0.75275,-0.007000000000000006,-0.040313037066854296,-0.05788321986797618,0.12256562256562265,0.02725,0.04628719796340307,8000
pubcov,rf,GA,2014,geographic,0.75275,-0.053875000000000006,-0.048228771195591325,0.060853990645492406,0.05823055823055823,0.0585,0.037623584492987486,8000
pubcov,rf,GA,2015,combined,0.75275,-0.05487500000000001,-0.054160158674309455,0.02815694254517409,0.07340496403460595,0.052625,0.037089268728371136,8000
pubcov,rf,GA,2016,combined,0.75275,-0.05725000000000002,-0.05674083492989268,0.02910665540858348,0.03953691502804979,0.04075,0.03125030437685829,8000
pubcov,rf,GA,2017,combined,0.75275,-0.05625000000000002,-0.043388475902992996,0.05298225406275253,0.08438240957366605,0.047,0.037544373398360587,8000
pubcov,rf,GA,2018,combined,0.75275,-0.053749999999999964,-0.044921342323376745,0.04069318833902158,0.04453321253140041,0.051875,0.04964189893026881,8000
pubcov,rf,NC,2014,geographic,0.75275,-0.051999999999999935,-0.08247908932385806,-0.02306316710198797,0.1488944333089286,0.036,0.03673553163913626,8000
pubcov,rf,NC,2015,combined,0.75275,-0.03925000000000001,-0.06139480863435076,-0.01445309531853789,0.1490997724585601,0.050125,0.030978646480995145,8000
pubcov,rf,NC,2016,combined,0.75275,-0.03025,-0.06557308914063442,-0.030317755540803293,0.11502106670640311,0.043875,0.06319159049385262,8000
pubcov,rf,NC,2017,combined,0.75275,-0.043625000000000025,-0.07017193553040002,-0.03835484394047717,0.10379610379610371,0.028875,0.029770584127659677,8000
pubcov,rf,NC,2018,combined,0.75275,-0.046875,-0.07271780789098947,-0.04651619015689945,0.083540539533693,0.033125,0.03476623089325753,8000
pubcov,rf,WA,2014,geographic,0.75275,-0.023249999999999993,-0.0314966546214146,-0.03755973054408002,0.1244587421441199,0.030375,0.04224003696344868,8000
pubcov,rf,WA,2015,combined,0.75275,0.019000000000000017,-0.019655524949879988,-0.06661878932593812,0.12915420152965718,0.02875,0.03008299360595508,8000
pubcov,rf,WA,2016,combined,0.75275,0.019000000000000017,-0.009566060164353574,-0.07123599794105884,0.14429533139647321,0.03375,0.03516495528749526,8000
pubcov,rf,WA,2017,combined,0.75275,0.02112500000000006,-0.01351169068146263,-0.06908528265752767,0.12265786203053164,0.031125,0.03309833438616849,8000
pubcov,rf,WA,2018,combined,0.75275,0.013875000000000082,-0.02661815404179435,-0.08152630142072448,0.12012901290129019,0.028,0.03774586244426559,8000
pubcov,rf,AZ,2014,geographic,0.75275,0.012125000000000052,-0.0043734703001026,-0.010571512171216657,0.021921350741611834,0.06725,0.028795541841739256,8000
pubcov,rf,AZ,2015,combined,0.75275,0.034499999999999975,-0.0007679644097775551,-0.03171856191030464,0.005990849084908545,0.06325,0.03270246054144996,8000
pubcov,rf,AZ,2016,combined,0.75275,0.03125,-0.000615295807338323,-0.03603127601431144,0.040970829659300545,0.065375,0.041601367959963484,8000
pubcov,rf,AZ,2017,combined,0.75275,0.038250000000000006,0.00356186426167715,-0.03548433340581525,0.046494000000000035,0.051375,0.05062946292772898,8000
pubcov,rf,AZ,2018,combined,0.75275,0.02112500000000006,-0.008144872954105487,-0.041392599388042184,0.060805041466734044,0.058,0.04412717860862535,8000
pubcov,rf,MA,2014,geographic,0.75275,0.021625000000000005,-0.03529813575788976,-0.11267474146910605,0.12054935975319192,0.063,0.02327819321710163,8000
pubcov,rf,MA,2015,combined,0.75275,0.026000000000000023,-0.038986479489323544,-0.12978294743217644,0.1344509255959636,0.059625,0.040262333709362816,8000
pubcov,rf,MA,2016,combined,0.75275,0.027750000000000052,-0.033322271342842824,-0.13051725609660092,0.17708160676004225,0.057625,0.025917989192256213,8000
pubcov,rf,MA,2017,combined,0.75275,0.020375000000000032,-0.03385883174029358,-0.12117577424021153,0.15874705422722313,0.06425,0.0202709093977501,8000
pubcov,rf,MA,2018,combined,0.75275,0.015625,-0.03766694299993889,-0.11710422279326427,0.16169193224210465,0.062625,0.034901463087656945,8000
pubcov,xgb,CA,2015,temporal,0.751,0.05862500000000004,0.0168922408831631,-0.04533275682046789,0.0005227646496038796,0.013875,0.027912124123611992,8000
pubcov,xgb,CA,2016,temporal,0.751,0.05700000000000005,0.004128868262482044,-0.06602323048248349,0.04466293848398584,0.018875,0.03931503622691154,8000
pubcov,xgb,CA,2017,temporal,0.751,0.06574999999999998,0.031850831916321765,-0.03776741989058985,0.0321068565146877,0.012375,0.03350233136991955,8000
pubcov,xgb,CA,2018,temporal,0.751,0.06237499999999996,0.024701523002954917,-0.03625607692034871,0.00639355754201798,0.018375,0.027062535888902672,8000
pubcov,xgb,TX,2014,geographic,0.751,-0.06625000000000003,-0.041025199293325265,0.08011547841754607,0.09209040296692717,0.025625,0.05913151495931715,8000
pubcov,xgb,TX,2015,combined,0.751,-0.06674999999999998,-0.045212571240929256,0.07753749674163501,0.07206678083176477,0.027375,0.04919680192525519,8000
pubcov,xgb,TX,2016,combined,0.751,-0.06425000000000003,-0.027475107464997928,0.08643487391944027,0.06009769478704441,0.023,0.030020466407227844,8000
pubcov,xgb,TX,2017,combined,0.751,-0.05874999999999997,-0.03124938197206717,0.08139918002691732,0.060252306769023045,0.027875,0.049769778145103236,8000
pubcov,xgb,TX,2018,combined,0.751,-0.06562500000000004,-0.031247998251891618,0.09329587945673035,0.06274257390338045,0.02125,0.03659337295886353,8000
pubcov,xgb,NY,2014,geographic,0.751,0.029000000000000026,-0.011418839670301884,-0.0805952640916493,0.06526838174348559,0.022375,0.029159898961873376,8000
pubcov,xgb,NY,2015,combined,0.751,0.05049999999999999,-0.00494466292723672,-0.09557937280422146,0.09410009690087207,0.0205,0.016413518341459793,8000
pubcov,xgb,NY,2016,combined,0.751,0.06174999999999997,0.003113479427388266,-0.09978456764333932,0.05460224999999985,0.018125,0.033028777455449534,8000
pubcov,xgb,NY,2017,combined,0.751,0.05812499999999998,-0.0024231924842145203,-0.12043795878761165,0.09304089788929604,0.027,0.027064309517559934,8000
pubcov,xgb,NY,2018,combined,0.751,0.05962500000000004,0.004594043847916618,-0.11017621569296554,0.07882662688995046,0.02025,0.040552595171616815,8000
pubcov,xgb,FL,2014,geographic,0.751,-0.040874999999999995,-0.03145687847733847,0.0632274280054439,0.11606446250240054,0.044625,0.06660905023283979,8000
pubcov,xgb,FL,2015,combined,0.751,-0.030749999999999944,-0.024090595735239306,0.04546312643892947,0.13212663212663212,0.033125,0.0555879707764448,8000
pubcov,xgb,FL,2016,combined,0.751,-0.03737500000000005,-0.016566968498224144,0.06547415208467511,0.14016554517060742,0.03075,0.05456964517200773,8000
pubcov,xgb,FL,2017,combined,0.751,-0.03774999999999995,-0.028056543557734015,0.05493296437574807,0.13496995248049237,0.028125,0.046019656416002724,8000
pubcov,xgb,FL,2018,combined,0.751,-0.04062500000000002,-0.020852896766001328,0.06899753762683286,0.13261991998041633,0.021375,0.04694459214071517,8000
pubcov,xgb,PA,2014,geographic,0.751,-0.06387500000000002,-0.07818490600342498,-0.05151145866287499,0.11867886298790209,0.019625,0.05332975459174191,8000
pubcov,xgb,PA,2015,combined,0.751,-0.03774999999999995,-0.06448113254011034,-0.056948232830078216,0.11489160417027611,0.03275,0.0592714670170361,8000
pubcov,xgb,PA,2016,combined,0.751,-0.029124999999999956,-0.04656507647817332,-0.07692845370195933,0.11231944927779702,0.027875,0.03880784923688284,8000
pubcov,xgb,PA,2017,combined,0.751,-0.022249999999999992,-0.05094360583935542,-0.07457719878384583,0.10794082227507285,0.024625,0.03928026831401582,8000
pubcov,xgb,PA,2018,combined,0.751,-0.016874999999999973,-0.04031446287827545,-0.07016403613319755,0.10336888511945741,0.025,0.029780751286366064,8000
pubcov,xgb,OH,2014,geographic,0.751,-0.027124999999999955,-0.050768377038942325,-0.04855315300652763,0.1503668206055595,0.041375,0.06460792621003242,8000
pubcov,xgb,OH,2015,combined,0.751,0.0,-0.03887028156135486,-0.07616825905379088,0.09747559702099196,0.050375,0.05445550233809636,8000
pubcov,xgb,OH,2016,combined,0.751,0.0014999999999999458,-0.042027705548638994,-0.1021476923660295,0.1598579271779279,0.04025,0.04844388828690188,8000
pubcov,xgb,OH,2017,combined,0.751,0.013000000000000012,-0.02582568747833469,-0.07500845396074085,0.13301737827805238,0.036625,0.06763415661471324,8000
pubcov,xgb,OH,2018,combined,0.751,-0.0004999999999999449,-0.044917685280771114,-0.10152106620011958,0.12581584019445402,0.047375,0.07011180938645827,8000
pubcov,xgb,IL,2014,geographic,0.751,-0.025249999999999995,-0.019111689047154545,0.016724612258950056,0.09813658384122514,0.024,0.03657756338582098,8000
pubcov,xgb,IL,2015,combined,0.751,-0.007750000000000035,-0.028077186330751847,-0.027329769793380865,0.08081257503001193,0.02725,0.02415480149733898,8000
pubcov,xgb,IL,2016,combined,0.751,-0.0016249999999999876,-0.03053069282446863,-0.056931833742089544,0.1029351752943577,0.023375,0.05085773834945127,8000
pubcov,xgb,IL,2017,combined,0.751,-0.0063750000000000195,-0.031518803398956186,-0.041513018464256146,0.09353925000000007,0.02925,0.04990144736419454,8000
pubcov,xgb,IL,2018,combined,0.751,-0.013375000000000026,-0.03731022531041406,-0.05223546528880407,0.12256562256562265,0.02425,0.05230055893713424,8000
pubcov,xgb,GA,2014,geographic,0.751,-0.05249999999999999,-0.04906071387541544,0.06004068396584539,0.05823055823055823,0.049875,0.05501242443651275,8000
pubcov,xgb,GA,2015,combined,0.751,-0.056625000000000036,-0.05573635229983509,0.03249518730682077,0.07340496403460595,0.044125,0.06347770443967077,8000
pubcov,xgb,GA,2016,combined,0.751,-0.059250000000000025,-0.05532346452232029,0.03173340497047328,0.03953691502804979,0.042,0.03482042740982222,8000
pubcov,xgb,GA,2017,combined,0.751,-0.053875000000000006,-0.04089710524846413,0.06392500285076558,0.08438240957366605,0.04,0.06353740974970226,8000
pubcov,xgb,GA,2018,combined,0.751,-0.05412499999999998,-0.04417078965887167,0.03817802151675875,0.04453321253140041,0.040875,0.06848742879990831,8000
pubcov,xgb,NC,2014,geographic,0.751,-0.06087500000000001,-0.08177630277305836,-0.024947302214571754,0.1488944333089286,0.034125,0.04877628214779374,8000
pubcov,xgb,NC,2015,combined,0.751,-0.04762500000000003,-0.06910442336209488,-0.02271911399368587,0.1490997724585601,0.04625,0.042549618190091565,8000
pubcov,xgb,NC,2016,combined,0.751,-0.03674999999999995,-0.06926274682086775,-0.0394693122015255,0.11502106670640311,0.039375,0.08517450600849134,8000
pubcov,xgb,NC,2017,combined,0.751,-0.04800000000000004,-0.06792432879212384,-0.03808597155932503,0.10379610379610371,0.023,0.052378423739343496,8000
pubcov,xgb,NC,2018,combined,0.751,-0.052749999999999964,-0.07168845227674092,-0.043451763700702695,0.083540539533693,0.025875,0.055856634525232,8000
pubcov,xgb,WA,2014,geographic,0.751,-0.026124999999999954,-0.03116253744065922,-0.03832260874984472,0.1244587421441199,0.022875,0.052838376272322185,8000
pubcov,xgb,WA,2015,combined,0.751,0.00924999999999998,-0.0217550987860905,-0.06720076602239622,0.12915420152965718,0.02625,0.03565729479159002,8000
pubcov,xgb,WA,2016,combined,0.751,0.011125000000000052,-0.01526724323945694,-0.07001711236965347,0.14429533139647321,0.0245,0.03824608099929597,8000
pubcov,xgb,WA,2017,combined,0.751,0.017124999999999946,-0.01604131049229862,-0.06664024098168286,0.12265786203053164,0.021,0.038084516489713255,8000
pubcov,xgb,WA,2018,combined,0.751,0.009375000000000022,-0.0288537596723496,-0.08290127317522655,0.12012901290129019,0.0175,0.05357301938002963,8000
pubcov,xgb,AZ,2014,geographic,0.751,0.007249999999999979,-0.007355189928942907,-0.007448033741440985,0.021921350741611834,0.058375,0.055252706308217436,8000
pubcov,xgb,AZ,2015,combined,0.751,0.033499999999999974,-0.00046984026363250386,-0.022848978425830557,0.005990849084908545,0.0545,0.05625934588737967,8000
pubcov,xgb,AZ,2016,combined,0.751,0.03200000000000003,0.0024241006543103127,-0.02623303817306133,0.040970829659300545,0.059,0.0643392331543071,8000
pubcov,xgb,AZ,2017,combined,0.751,0.03287499999999999,0.003819648242879503,-0.037783877424156675,0.046494000000000035,0.047,0.06749838240281576,8000
pubcov,xgb,AZ,2018,combined,0.751,0.01849999999999996,-0.004748822011199416,-0.039844827180450904,0.060805041466734044,0.0465,0.056722286433489255,8000
pubcov,xgb,MA,2014,geographic,0.751,0.010874999999999968,-0.03673305054713416,-0.11352434512575638,0.12054935975319192,0.058,0.02736068029006046,8000
pubcov,xgb,MA,2015,combined,0.751,0.016000000000000014,-0.039635248737394324,-0.1342958940822453,0.1344509255959636,0.062875,0.027773022643788822,8000
pubcov,xgb,MA,2016,combined,0.751,0.01849999999999996,-0.03460595360043961,-0.13329526445216178,0.17708160676004225,0.0505,0.022127341458356944,8000
pubcov,xgb,MA,2017,combined,0.751,0.012624999999999997,-0.03530387522045342,-0.12362505079988273,0.15874705422722313,0.062125,0.02467747045827963,8000
