task,model,state,year,shift,acc_src,acc_drop,auc_drop,ap_drop,cov,pred,expl,n_target
pubcov,xgb,MA,2018,combined,0.751,0.010000000000000009,-0.03217663362761658,-0.11422692105431986,0.16169193224210465,0.06625,0.024365975999837808,8000
mobility,logreg,CA,2015,temporal,0.77,0.0050000000000000044,0.002250750863095674,0.006790443764095433,0.014894003723500804,0.012,0.004563279449939728,8000
mobility,logreg,CA,2016,temporal,0.77,0.005125000000000046,0.005546872907331468,0.01251245032894499,0.041517340726149765,0.026375,0.025044217705726624,8000
mobility,logreg,CA,2017,temporal,0.77,0.005750000000000033,0.01160087805450416,0.01984386012988215,0.05129728302611358,0.023875,0.01975031942129135,8000
mobility,logreg,CA,2018,temporal,0.77,-0.0017500000000000293,0.004644111189145539,0.004431923124480375,0.06298328092997951,0.027375,0.014488738030195236,8000
mobility,logreg,TX,2014,geographic,0.77,0.05974999999999997,0.0023102094769054116,0.06231494017618533,0.15801554361124337,0.034875,0.01928946003317833,8000
mobility,logreg,TX,2015,combined,0.77,0.05812499999999998,0.001609245812658977,0.05373588960530851,0.170382931531726,0.03425,0.022275030612945557,8000
mobility,logreg,TX,2016,combined,0.77,0.04837500000000006,0.0045042749532511195,0.047016623381562095,0.16855754213938545,0.039625,0.022232532501220703,8000
mobility,logreg,TX,2017,combined,0.77,0.04375000000000007,-0.004055945662168936,0.037175792738201374,0.15904124400777508,0.042875,0.027703668922185898,8000
mobility,logreg,TX,2018,combined,0.77,0.04562500000000003,0.022884231306595115,0.0651110889926172,0.13526330434243494,0.03925,0.03779126703739166,8000
mobility,logreg,NY,2014,geographic,0.77,-0.026249999999999996,0.021053740835337287,-0.005035809258974844,0.11996149783425336,0.05675,0.013372328132390976,8000
mobility,logreg,NY,2015,combined,0.77,-0.016000000000000014,-0.0003410278105623332,-0.01348740512027169,0.1029291468663498,0.06275,0.011178970336914062,8000
mobility,logreg,NY,2016,combined,0.77,-0.016249999999999987,0.024787367332671173,0.003442956826138821,0.1740058815720491,0.0715,0.026316914707422256,8000
mobility,logreg,NY,2017,combined,0.77,-0.011749999999999927,0.015546628229550108,0.0055315557180718455,0.15462732046268712,0.069625,0.006953280419111252,8000
mobility,logreg,NY,2018,combined,0.77,-0.008624999999999994,-0.0002833248398980137,-0.002845434932581714,0.13942480769923082,0.06925,0.018584247678518295,8000
mobility,logreg,FL,2014,geographic,0.77,0.06362500000000004,0.04255072594517828,0.09517191402568081,0.04381680427547363,0.018375,0.0166710764169693,8000
mobility,logreg,FL,2015,combined,0.77,0.04749999999999999,0.025706026612967614,0.06458561107432026,0.07685794150978342,0.024,0.01701105758547783,8000
mobility,logreg,FL,2016,combined,0.77,0.05600000000000005,0.02199602427623515,0.06870598243651738,0.08247026026068816,0.01775,0.009246207773685455,8000
mobility,logreg,FL,2017,combined,0.77,0.04149999999999998,0.029231069789595998,0.0639512439774832,0.06615361536153608,0.019125,0.030457910150289536,8000
mobility,logreg,FL,2018,combined,0.77,0.04712499999999997,0.025818114589067687,0.06200545686500891,0.10495117477303673,0.02075,0.017799247056245804,8000
mobility,logreg,PA,2014,geographic,0.77,0.0016249999999999876,0.009896212163803098,0.012275425413468155,0.14100165889603966,0.06775,0.021545596420764923,8000
mobility,logreg,PA,2015,combined,0.77,0.017750000000000044,0.012332360100813067,0.031157491805550608,0.08129377032344243,0.073625,0.04842253401875496,8000
mobility,logreg,PA,2016,combined,0.77,0.012375000000000025,0.009768606276234215,0.021737115002001928,0.13912403478100854,0.06875,0.018975380808115005,8000
mobility,logreg,PA,2017,combined,0.77,0.030750000000000055,0.005962667256585341,0.03315151239404268,0.1697697658655839,0.082125,0.05080718919634819,8000
mobility,logreg,PA,2018,combined,0.77,0.029125000000000068,9.992017290616495e-05,0.03351883845980208,0.18284858019554795,0.07325,0.031599096953868866,8000
mobility,logreg,OH,2014,geographic,0.77,0.05337500000000006,0.016331828180581542,0.06400214019833361,0.12143507289140043,0.062875,0.0263921320438385,8000
mobility,logreg,OH,2015,combined,0.77,0.05812499999999998,-0.0071467699487788305,0.051839455485992114,0.12801084221955494,0.062375,0.04239482805132866,8000
mobility,logreg,OH,2016,combined,0.77,0.06374999999999997,0.002873231828117162,0.061795632770694886,0.1599658599231848,0.059875,0.03879157453775406,8000
mobility,logreg,OH,2017,combined,0.77,0.055749999999999966,-0.01487358276047912,0.05022749627452561,0.1573821140285263,0.066125,0.03647683933377266,8000
mobility,logreg,OH,2018,combined,0.77,0.048875,0.0013205228436986571,0.051791353733005474,0.14641558977436842,0.083375,0.03258936479687691,8000
mobility,logreg,IL,2014,geographic,0.77,0.039000000000000035,-0.005021499132597307,0.04389576762596015,0.12639516108260462,0.0655,0.017853308469057083,8000
mobility,logreg,IL,2015,combined,0.77,0.026499999999999968,0.000371962035097706,0.027202087054528312,0.1252310313077578,0.05925,0.030878890305757523,8000
mobility,logreg,IL,2016,combined,0.77,0.019874999999999976,0.007402408483780376,0.028407690376528016,0.16091775000000008,0.07175,0.02221772074699402,8000
mobility,logreg,IL,2017,combined,0.77,0.026499999999999968,0.014142377762827674,0.03467453424397027,0.15137494949818198,0.0685,0.030733853578567505,8000
mobility,logreg,IL,2018,combined,0.77,0.017000000000000015,0.009582665202593876,0.028449532641561803,0.16341928237666226,0.067875,0.027581285685300827,8000
mobility,logreg,GA,2014,geographic,0.77,0.06487500000000002,0.009081339729859916,0.07095607828810646,0.09094709094709108,0.026625,0.01345030590891838,8000
mobility,logreg,GA,2015,combined,0.77,0.04875000000000007,0.005776853095677437,0.045409806050114354,0.08200223802014217,0.034875,0.01651698350906372,8000
mobility,logreg,GA,2016,combined,0.77,0.080125,-0.0018740972408686218,0.07976622685519785,0.10879975111936258,0.0465,0.014596056193113327,8000
mobility,logreg,GA,2017,combined,0.77,0.053749999999999964,-0.0002506650423030887,0.05789728686025952,0.1347432836858209,0.043125,0.030667446553707123,8000
mobility,logreg,GA,2018,combined,0.77,0.04625000000000001,0.006392420258085285,0.048942603033239274,0.10461127615281907,0.04475,0.020226310938596725,8000
mobility,logreg,NC,2014,geographic,0.77,0.06625000000000003,-0.016244581652363643,0.05667437932166475,0.1340829740398588,0.08625,0.015135534107685089,8000
mobility,logreg,NC,2015,combined,0.77,0.07787500000000003,-0.006253424297597343,0.06874687952009306,0.10863949443886245,0.062375,0.014821931719779968,8000
mobility,logreg,NC,2016,combined,0.77,0.06237500000000007,0.00029059971553380137,0.06306881720908508,0.1206655301663826,0.072,0.03502070531249046,8000
mobility,logreg,NC,2017,combined,0.77,0.05774999999999997,-0.0005616439883311397,0.05699735684653484,0.1363447408545737,0.078125,0.02798531949520111,8000
mobility,logreg,NC,2018,combined,0.77,0.05500000000000005,-0.0023395485616596323,0.05588010883677941,0.13215703061240824,0.070375,0.024726390838623047,8000
mobility,logreg,WA,2014,geographic,0.77,0.08825000000000005,-0.0006081633169151557,0.08783227120446335,0.14240172768465653,0.05475,0.0290219746530056,8000
mobility,logreg,WA,2015,combined,0.77,0.09562500000000007,-0.0052478024214022145,0.08686587166601323,0.13932110785405039,0.049125,0.015961747616529465,8000
mobility,logreg,WA,2016,combined,0.77,0.09450000000000003,-0.004029270803699747,0.0874907344405067,0.14721542178699432,0.0565,0.019934073090553284,8000
mobility,logreg,WA,2017,combined,0.77,0.09387500000000004,-0.02566038233372181,0.07480926376272323,0.14214884752624157,0.05575,0.03406423330307007,8000
mobility,logreg,WA,2018,combined,0.77,0.08975,0.009999235163474562,0.08982089383028613,0.1705523052305229,0.0595,0.015287727117538452,8000
mobility,logreg,AZ,2014,geographic,0.77,0.078125,0.009832309031798325,0.0855632625443935,0.10233484562908024,0.023,0.021810777485370636,8000
mobility,logreg,AZ,2015,combined,0.77,0.07150000000000001,0.0026765369508777725,0.07563797613298806,0.06422277756444106,0.02,0.025086913257837296,8000
mobility,logreg,AZ,2016,combined,0.77,0.07262500000000005,0.013014164313191134,0.06952248104321834,0.10019760804478084,0.0155,0.041006408631801605,8000
mobility,logreg,AZ,2017,combined,0.77,0.07574999999999998,-0.014356739767418691,0.05832914070105544,0.12549278153801846,0.0215,0.023927249014377594,8000
mobility,logreg,AZ,2018,combined,0.77,0.05812499999999998,-0.007250259138024573,0.0414254107983959,0.09466515964820577,0.025,0.025853626430034637,8000
mobility,logreg,MA,2014,geographic,0.77,0.041750000000000065,0.008920239959196552,0.048265119157955616,0.21612725630776097,0.14625,0.02528289332985878,8000
mobility,logreg,MA,2015,combined,0.77,0.04437500000000005,0.004424845978291292,0.04648431790753704,0.21149780287445075,0.137375,0.022150468081235886,8000
mobility,logreg,MA,2016,combined,0.77,0.03849999999999998,0.00013467212356521596,0.040172922059721006,0.20876620876620877,0.1375,0.018763720989227295,8000
mobility,logreg,MA,2017,combined,0.77,0.05212499999999998,0.010672109568286348,0.06002585158437168,0.2327207736217407,0.13425,0.02028893306851387,8000
mobility,logreg,MA,2018,combined,0.77,0.03862500000000002,-0.0056186207657495935,0.036207673898229764,0.2479574476064279,0.142625,0.026478709653019905,8000
mobility,rf,CA,2015,temporal,0.766,0.009375000000000022,0.025440755984506236,0.015714225735426357,0.014894003723500804,0.01775,0.013223396670589867,8000
mobility,rf,CA,2016,temporal,0.766,0.003874999999999962,0.015509800599824874,0.013676310828459659,0.041517340726149765,0.02975,0.015169145165240872,8000
mobility,rf,CA,2017,temporal,0.766,0.007750000000000035,0.017409097957282627,0.019911696870085205,0.05129728302611358,0.018375,0.014669512816788077,8000
mobility,rf,CA,2018,temporal,0.766,0.002874999999999961,0.01320549439834029,0.0038939539942699497,0.06298328092997951,0.018875,0.01719350378092966,8000
mobility,rf,TX,2014,geographic,0.766,0.0595,0.011122134970624531,0.053765809113813456,0.15801554361124337,0.037,0.04775245584506232,8000
mobility,rf,TX,2015,combined,0.766,0.058250000000000024,0.01705163628041151,0.057019113553814726,0.170382931531726,0.033,0.030593939174825675,8000
mobility,rf,TX,2016,combined,0.766,0.04949999999999999,0.01315460192628426,0.04357106627285279,0.16855754213938545,0.03775,0.022975352158120833,8000
mobility,rf,TX,2017,combined,0.766,0.04675000000000007,0.020241220600477727,0.0413277588046832,0.15904124400777508,0.033125,0.01708758236444522,8000
mobility,rf,TX,2018,combined,0.766,0.05037500000000006,0.018601203202085248,0.05122665456681297,0.13526330434243494,0.033875,0.035849345218813215,8000
mobility,rf,NY,2014,geographic,0.766,-0.015625,0.03653865682387569,-0.005664212685295045,0.11996149783425336,0.039125,0.01414556698170949,8000
mobility,rf,NY,2015,combined,0.766,-0.009750000000000036,0.009292582411046024,-0.011411630445289256,0.1029291468663498,0.0385,0.01763986224339254,8000
mobility,rf,NY,2016,combined,0.766,-0.008750000000000036,0.020761051743014347,0.00017213601371879328,0.1740058815720491,0.03875,0.022369014993459398,8000
mobility,rf,NY,2017,combined,0.766,-0.004874999999999963,0.02171412627798186,0.004998723521528747,0.15462732046268712,0.0485,0.024041139343023425,8000
mobility,rf,NY,2018,combined,0.766,-0.0031249999999999334,0.012548159330879716,-0.0004343762427516662,0.13942480769923082,0.041875,0.016659031846752763,8000
mobility,rf,FL,2014,geographic,0.766,0.0635,0.018395226227724715,0.0658435886183446,0.04381680427547363,0.02275,0.017584201086952835,8000
mobility,rf,FL,2015,combined,0.766,0.04612499999999997,0.01806904631562367,0.0522324163578205,0.07685794150978342,0.037,0.023102405422343007,8000
mobility,rf,FL,2016,combined,0.766,0.05887500000000001,0.0166152259398743,0.0612853183066413,0.08247026026068816,0.03125,0.01227522486405315,8000
mobility,rf,FL,2017,combined,0.766,0.04337500000000005,0.023214697424405517,0.050780632420243554,0.06615361536153608,0.03275,0.026688096329362046,8000
mobility,rf,FL,2018,combined,0.766,0.04874999999999996,0.024011129307247137,0.053435336827104885,0.10495117477303673,0.03225,0.026586762601533274,8000
mobility,rf,PA,2014,geographic,0.766,0.003750000000000031,0.02780104142999673,0.01652719356517296,0.14100165889603966,0.03,0.017964744873535644,8000
mobility,rf,PA,2015,combined,0.766,0.021499999999999964,0.012635957117764773,0.01711266457691385,0.08129377032344243,0.04225,0.023442406030954398,8000
mobility,rf,PA,2016,combined,0.766,0.01475000000000004,0.02117717053192314,0.021108907000910948,0.13912403478100854,0.0415,0.0174474399682151,8000
mobility,rf,PA,2017,combined,0.766,0.031625000000000014,0.036295800025570646,0.04327151629688464,0.1697697658655839,0.053,0.022853209957204676,8000
mobility,rf,PA,2018,combined,0.766,0.032625000000000015,0.028006733398443173,0.037055175210100266,0.18284858019554795,0.0435,0.02201402684152673,8000
mobility,rf,OH,2014,geographic,0.766,0.056375000000000064,0.024213499113481807,0.0513439610274109,0.12143507289140043,0.045625,0.029167886986803872,8000
mobility,rf,OH,2015,combined,0.766,0.059250000000000025,0.02696420181816872,0.06304981393924858,0.12801084221955494,0.0455,0.028175586526761186,8000
mobility,rf,OH,2016,combined,0.766,0.06500000000000006,0.021602893390777367,0.060007696421823575,0.1599658599231848,0.047,0.0355320950194339,8000
mobility,rf,OH,2017,combined,0.766,0.05625000000000002,0.013570268640135441,0.04804344862281029,0.1573821140285263,0.046375,0.029503325066404976,8000
mobility,rf,OH,2018,combined,0.766,0.05074999999999996,0.03878865518501584,0.06062110525086606,0.14641558977436842,0.048875,0.01888654720204485,8000
mobility,rf,IL,2014,geographic,0.766,0.03562500000000002,0.005827994512003443,0.044369875639788336,0.12639516108260462,0.038625,0.01368223511977329,8000
mobility,rf,IL,2015,combined,0.766,0.028000000000000025,0.010868916506576731,0.022716518911936934,0.1252310313077578,0.03225,0.021207803104444756,8000
mobility,rf,IL,2016,combined,0.766,0.021874999999999978,0.019450539672969502,0.0290712187658988,0.16091775000000008,0.042875,0.01273281030627181,8000
mobility,rf,IL,2017,combined,0.766,0.030000000000000027,0.016137735878101966,0.026873152811514256,0.15137494949818198,0.046,0.011634195763717055,8000
mobility,rf,IL,2018,combined,0.766,0.020000000000000018,0.008759956181366046,0.022194760202229658,0.16341928237666226,0.04225,0.02330571057566383,8000
mobility,rf,GA,2014,geographic,0.766,0.06425000000000003,0.015361600966735223,0.06320745291482333,0.09094709094709108,0.038,0.026225773814906823,8000
mobility,rf,GA,2015,combined,0.766,0.05149999999999999,0.01687611536644784,0.04813945622325744,0.08200223802014217,0.047625,0.03313148650279819,8000
mobility,rf,GA,2016,combined,0.766,0.07999999999999996,0.006394284113648174,0.0728722585516195,0.10879975111936258,0.051375,0.0280492175257838,8000
mobility,rf,GA,2017,combined,0.766,0.05300000000000005,0.00991412291304683,0.05140345190989393,0.1347432836858209,0.051125,0.016281687525624783,8000
mobility,rf,GA,2018,combined,0.766,0.04525000000000001,0.01364891582892458,0.04585509797997944,0.10461127615281907,0.048375,0.03575599909757322,8000
mobility,rf,NC,2014,geographic,0.766,0.06600000000000006,0.013193610630805819,0.06062375842462653,0.1340829740398588,0.058375,0.03804794690006486,8000
mobility,rf,NC,2015,combined,0.766,0.07850000000000001,0.004420342657411425,0.0697841602892254,0.10863949443886245,0.050875,0.02117232905345913,8000
mobility,rf,NC,2016,combined,0.766,0.06225000000000003,0.0018393827103256877,0.05421748629080603,0.1206655301663826,0.051,0.03224639662907917,8000
mobility,rf,NC,2017,combined,0.766,0.0595,0.008177597241171397,0.053902415056616304,0.1363447408545737,0.054,0.028437171062856682,8000
mobility,rf,NC,2018,combined,0.766,0.05687500000000001,0.01040993903122045,0.048512655950826655,0.13215703061240824,0.055,0.03065173404500355,8000
mobility,rf,WA,2014,geographic,0.766,0.08687500000000004,0.017925098542619478,0.08988599858101509,0.14240172768465653,0.052375,0.00951683382074002,8000
mobility,rf,WA,2015,combined,0.766,0.09425000000000006,0.016771873587000163,0.09287654457331329,0.13932110785405039,0.039125,0.041120529170116084,8000
mobility,rf,WA,2016,combined,0.766,0.09387500000000004,0.023614316914733813,0.09414824875174477,0.14721542178699432,0.0525,0.029699654114708242,8000
mobility,rf,WA,2017,combined,0.766,0.08899999999999997,0.00957566532830445,0.08550211885525671,0.14214884752624157,0.039375,0.026466071232054945,8000
mobility,rf,WA,2018,combined,0.766,0.09237499999999998,0.032003454667017706,0.09640040464924204,0.1705523052305229,0.049625,0.016604456819930176,8000
mobility,rf,AZ,2014,geographic,0.766,0.07687500000000003,0.030632355227977026,0.08165113735878626,0.10233484562908024,0.02,0.03502491803472605,8000
mobility,rf,AZ,2015,combined,0.766,0.07200000000000006,0.016542698944459033,0.07190215039541559,0.06422277756444106,0.028625,0.04529673939946365,8000
mobility,rf,AZ,2016,combined,0.766,0.07300000000000006,0.03652442234859454,0.082200078592778,0.10019760804478084,0.023125,0.04760420819712042,8000
mobility,rf,AZ,2017,combined,0.766,0.07700000000000007,0.019567046146611644,0.07411113664908953,0.12549278153801846,0.033875,0.02503077635694189,8000
mobility,rf,AZ,2018,combined,0.766,0.060124999999999984,0.015571516146107856,0.04931297528417988,0.09466515964820577,0.041,0.020838126898520958,8000
mobility,rf,MA,2014,geographic,0.766,0.04412499999999997,0.011411618272341162,0.043605992925067616,0.21612725630776097,0.085875,0.022284361516433294,8000
mobility,rf,MA,2015,combined,0.766,0.04062500000000002,0.010431939464463413,0.051588878254591464,0.21149780287445075,0.071875,0.011789684267308274,8000
mobility,rf,MA,2016,combined,0.766,0.039874999999999994,0.0026918393567109122,0.036215632780130846,0.20876620876620877,0.08375,0.012715681250278402,8000
mobility,rf,MA,2017,combined,0.766,0.05800000000000005,0.012836650688866302,0.05442880882423151,0.2327207736217407,0.082125,0.02262202421265591,8000
mobility,rf,MA,2018,combined,0.766,0.037250000000000005,0.005366462944346617,0.04419616586414832,0.2479574476064279,0.080625,0.02418521890087815,8000
mobility,xgb,CA,2015,temporal,0.7625,0.007624999999999993,0.013875645344056942,0.009890349105974305,0.014894003723500804,0.0225,0.02803103743092228,8000
mobility,xgb,CA,2016,temporal,0.7625,0.00374999999999992,0.011265160112508221,0.01424177295820006,0.041517340726149765,0.01775,0.025992368513364984,8000
mobility,xgb,CA,2017,temporal,0.7625,0.006249999999999978,0.013352686417159587,0.019128583043664715,0.05129728302611358,0.016625,0.02313097148711505,8000
mobility,xgb,CA,2018,temporal,0.7625,-0.0003750000000000142,0.0038395327681777225,-0.0030171102731566535,0.06298328092997951,0.015125,0.020137029266781112,8000
mobility,xgb,TX,2014,geographic,0.7625,0.05912499999999998,0.006455542055069152,0.05469155337314957,0.15801554361124337,0.03075,0.03613558126640925,8000
mobility,xgb,TX,2015,combined,0.7625,0.055624999999999925,0.011803724103562008,0.05627504526216165,0.170382931531726,0.033,0.021352715089430506,8000
mobility,xgb,TX,2016,combined,0.7625,0.046624999999999917,0.006632578911696774,0.04454621832350414,0.16855754213938545,0.03225,0.014444950699987066,8000
mobility,xgb,TX,2017,combined,0.7625,0.042749999999999955,0.009460846079956564,0.044179637785612735,0.15904124400777508,0.03475,0.026645892412052882,8000
mobility,xgb,TX,2018,combined,0.7625,0.04574999999999996,0.014740377588909115,0.05398577163494789,0.13526330434243494,0.027125,0.03799261435699309,8000
mobility,xgb,NY,2014,geographic,0.7625,-0.016750000000000043,0.016180889543524257,-0.015341829273563423,0.11996149783425336,0.032875,0.019987111471373123,8000
mobility,xgb,NY,2015,combined,0.7625,-0.01200000000000001,0.00036919124602508013,-0.01648661630080772,0.1029291468663498,0.033375,0.00824915015086903,8000
mobility,xgb,NY,2016,combined,0.7625,-0.011250000000000093,0.017413530068581262,-0.000852977432938884,0.1740058815720491,0.02475,0.03131469559095507,8000
mobility,xgb,NY,2017,combined,0.7625,-0.008000000000000007,0.018389241824101954,0.002634931166844212,0.15462732046268712,0.042375,0.026799223281310937,8000
mobility,xgb,NY,2018,combined,0.7625,-0.0050000000000000044,0.006177171048534547,-0.004202151151837308,0.13942480769923082,0.0435,0.03174267249932047,8000
mobility,xgb,FL,2014,geographic,0.7625,0.0598749999999999,0.014755945997619868,0.06926283055011928,0.04381680427547363,0.028875,0.026287883932241303,8000
mobility,xgb,FL,2015,combined,0.7625,0.04112499999999997,0.01598716858599125,0.05228011984126868,0.07685794150978342,0.02675,0.027654583688395615,8000
mobility,xgb,FL,2016,combined,0.7625,0.05824999999999991,0.011418089449978797,0.05662642125422457,0.08247026026068816,0.02425,0.01811904452221349,8000
mobility,xgb,FL,2017,combined,0.7625,0.03837499999999994,0.01585928329004682,0.046866917079090964,0.06615361536153608,0.029625,0.03646273507008823,8000
mobility,xgb,FL,2018,combined,0.7625,0.046875,0.017662744907051775,0.049909756476207434,0.10495117477303673,0.03075,0.023802817683782444,8000
mobility,xgb,PA,2014,geographic,0.7625,0.0012499999999999734,0.019050567707041832,0.009574204472003633,0.14100165889603966,0.026625,0.026643883873531636,8000
mobility,xgb,PA,2015,combined,0.7625,0.019499999999999962,0.012383159955839607,0.01931630433614251,0.08129377032344243,0.03575,0.027238591558705214,8000
mobility,xgb,PA,2016,combined,0.7625,0.010749999999999926,0.01414497883725907,0.015010361128579564,0.13912403478100854,0.0335,0.028920693995059685,8000
mobility,xgb,PA,2017,combined,0.7625,0.030874999999999986,0.024283784957857435,0.04138377772873114,0.1697697658655839,0.04325,0.03373961438294204,8000
mobility,xgb,PA,2018,combined,0.7625,0.02849999999999997,0.023530040660814433,0.036122401117828495,0.18284858019554795,0.03925,0.03128909820747749,8000
mobility,xgb,OH,2014,geographic,0.7625,0.053749999999999964,0.014225374246006783,0.050325663208913074,0.12143507289140043,0.045375,0.035528803363806656,8000
mobility,xgb,OH,2015,combined,0.7625,0.052999999999999936,0.01251531226458158,0.06047134073947724,0.12801084221955494,0.039875,0.04921008678032387,8000
mobility,xgb,OH,2016,combined,0.7625,0.06299999999999994,0.023301794888165084,0.06543198784431148,0.1599658599231848,0.041625,0.039154950308900205,8000
mobility,xgb,OH,2017,combined,0.7625,0.05399999999999994,0.007885445890085774,0.046462513588324095,0.1573821140285263,0.042,0.03547437479599493,8000
mobility,xgb,OH,2018,combined,0.7625,0.04849999999999999,0.029607814610715266,0.05618332442587837,0.14641558977436842,0.0415,0.02055798313075588,8000
mobility,xgb,IL,2014,geographic,0.7625,0.03412499999999996,-0.0041641028579290085,0.036724742352020834,0.12639516108260462,0.037625,0.00985451895899541,8000
mobility,xgb,IL,2015,combined,0.7625,0.026374999999999926,0.007565970605540984,0.027052122711381466,0.1252310313077578,0.027875,0.02377200701089955,8000
mobility,xgb,IL,2016,combined,0.7625,0.017999999999999905,0.010619242581486388,0.02311632494484228,0.16091775000000008,0.043875,0.02110808812389963,8000
mobility,xgb,IL,2017,combined,0.7625,0.030749999999999944,0.018367101524446983,0.031921574846467515,0.15137494949818198,0.045125,0.024757418830873318,8000
mobility,xgb,IL,2018,combined,0.7625,0.01749999999999996,-0.0039091501079020485,0.016099925637919954,0.16341928237666226,0.04225,0.02131630642015947,8000
mobility,xgb,GA,2014,geographic,0.7625,0.0608749999999999,0.013048003528747798,0.0648635359740134,0.09094709094709108,0.032125,0.008266695844875382,8000
mobility,xgb,GA,2015,combined,0.7625,0.050249999999999906,0.016537362080186302,0.05193954173015869,0.08200223802014217,0.047125,0.018693124927294365,8000
mobility,xgb,GA,2016,combined,0.7625,0.07599999999999996,-6.955205244896234e-05,0.07091860403677841,0.10879975111936258,0.04875,0.034227377954238074,8000
mobility,xgb,GA,2017,combined,0.7625,0.05037499999999995,0.011755607018385517,0.054844161961457694,0.1347432836858209,0.036625,0.02342467336439389,8000
mobility,xgb,GA,2018,combined,0.7625,0.04225000000000001,0.0024424529731517097,0.039481002408255694,0.10461127615281907,0.04625,0.025508212505025198,8000
mobility,xgb,NC,2014,geographic,0.7625,0.06274999999999997,0.010652807119286178,0.06392405210104068,0.1340829740398588,0.059125,0.03452580956930079,8000
mobility,xgb,NC,2015,combined,0.7625,0.075125,0.008527355234090095,0.0785386010360054,0.10863949443886245,0.045875,0.038300115084564074,8000
mobility,xgb,NC,2016,combined,0.7625,0.05999999999999994,0.0018123343503168021,0.05633734182065386,0.1206655301663826,0.049625,0.04043897511664645,8000
mobility,xgb,NC,2017,combined,0.7625,0.057374999999999954,0.009294716392962643,0.057612412737015006,0.1363447408545737,0.048375,0.012108190596759258,8000
mobility,xgb,NC,2018,combined,0.7625,0.05349999999999999,0.008534010326058272,0.05405322998708595,0.13215703061240824,0.042625,0.01561756414809732,8000
mobility,xgb,WA,2014,geographic,0.7625,0.08374999999999999,0.014921004945817606,0.08957723879339574,0.14240172768465653,0.041,0.015864447953411853,8000
mobility,xgb,WA,2015,combined,0.7625,0.08999999999999997,0.012971504144213997,0.09555941917477595,0.13932110785405039,0.037375,0.032954006753658435,8000
mobility,xgb,WA,2016,combined,0.7625,0.08962499999999995,0.022876015638555125,0.0991061433522058,0.14721542178699432,0.048,0.022301688751480142,8000
mobility,xgb,WA,2017,combined,0.7625,0.08599999999999997,0.012251980844559474,0.09021675003417129,0.14214884752624157,0.034875,0.022908141593238514,8000
mobility,xgb,WA,2018,combined,0.7625,0.08899999999999997,0.02610133758949651,0.09450628746503054,0.1705523052305229,0.045,0.01585855369251892,8000
mobility,xgb,AZ,2014,geographic,0.7625,0.072125,0.021949873417322463,0.08115490019439342,0.10233484562908024,0.02125,0.027756577541961223,8000
mobility,xgb,AZ,2015,combined,0.7625,0.0675,0.012614322285543156,0.07150685975361015,0.06422277756444106,0.024125,0.029254426422527756,8000
mobility,xgb,AZ,2016,combined,0.7625,0.07237499999999997,0.028460657211859086,0.07961452088368359,0.10019760804478084,0.02275,0.052508548631907535,8000
mobility,xgb,AZ,2017,combined,0.7625,0.07324999999999993,0.017038243897362637,0.07624038416763446,0.12549278153801846,0.024875,0.02671872977869233,8000
mobility,xgb,AZ,2018,combined,0.7625,0.05449999999999999,0.015404591782520738,0.05248936609470389,0.09466515964820577,0.031125,0.020481282497626187,8000
mobility,xgb,MA,2014,geographic,0.7625,0.039999999999999925,0.0022988664201386566,0.03703549991959898,0.21612725630776097,0.082875,0.039683734574432084,8000
mobility,xgb,MA,2015,combined,0.7625,0.03937499999999994,-0.00045001547715772805,0.0412105315081982,0.21149780287445075,0.075625,0.02621507894034015,8000
mobility,xgb,MA,2016,combined,0.7625,0.035250000000000004,-0.0017777401845306962,0.03736803203801542,0.20876620876620877,0.080375,0.029555112792375937,8000
mobility,xgb,MA,2017,combined,0.7625,0.05424999999999991,0.004438607808141537,0.04944833121086345,0.2327207736217407,0.085875,0.035198295863918545,8000
mobility,xgb,MA,2018,combined,0.7625,0.03249999999999997,0.00048356769513191455,0.039971741863056964,0.2479574476064279,0.091875,0.0332753631192978,8000
